
time,frontLDR,topLDR,middleLDR,bottomLDR,topSolenoid,middleSolenoid,bottomSolenoid,
7000,971,860,893,969,0,1024,0,
7100,971,861,894,968,0,1024,0,
7200,970,860,894,969,0,1024,0,
7300,968,859,893,969,0,0,0,
7400,969,859,892,969,0,0,0,
7500,969,860,893,968,0,0,0,
7600,970,860,894,969,0,0,0,
7700,969,859,893,969,0,0,0,
7800,971,860,891,969,0,0,0,
7900,968,859,892,968,0,0,0,
8000,970,860,893,968,0,0,0,
8100,968,859,893,969,0,0,0,
8200,970,860,893,970,0,0,0,
8300,970,860,893,968,0,0,0,
8400,968,860,895,969,0,0,0,
8500,970,859,894,969,0,0,0,
8600,968,857,892,969,0,0,0,
8700,971,860,894,968,0,0,0,
8800,969,859,893,966,0,0,0,
8900,972,860,895,969,0,0,0,
9000,970,859,893,968,0,0,0,
9100,971,860,894,968,0,0,0,
9200,969,859,893,968,0,0,0,
9300,970,859,893,969,0,0,0,
9400,971,859,893,968,0,0,0,
9500,970,860,893,968,0,0,0,
9600,970,859,893,968,0,0,0,
9700,969,858,893,967,0,0,0,
9800,969,859,893,968,0,0,0,
9900,968,859,893,968,0,0,0,
10000,970,859,892,969,0,0,0,
10100,969,859,893,969,0,0,0,
10200,971,860,894,968,0,0,0,
10300,970,857,894,969,0,0,0,
10400,968,860,894,969,0,0,0,
10500,969,859,893,969,0,0,0,
10600,967,859,892,968,0,0,0,
10700,971,860,894,968,0,0,0,
10800,970,859,894,968,0,0,0,
10900,971,859,901,969,0,0,0,
11000,968,858,902,966,0,0,0,
11100,977,867,882,970,0,0,0,
11200,977,867,861,969,0,0,0,
11300,977,868,856,970,0,0,0,
11400,976,868,835,970,0,0,0,
11500,977,869,822,970,0,0,0,
11600,978,869,832,970,0,0,0,
11700,977,868,859,970,0,0,0,
11800,978,869,888,970,0,0,0,
11900,978,869,894,970,0,0,0,
12000,979,869,897,971,0,0,0,
12100,978,869,897,970,0,0,0,
12200,978,870,898,968,0,0,0,
12300,978,869,899,970,0,0,0,
12400,978,870,900,970,0,0,0,
12500,978,869,899,970,0,0,0,
12600,979,870,900,970,0,0,0,
12700,978,870,901,970,0,0,0,
12800,979,870,901,971,0,0,0,
12900,978,869,901,970,0,0,0,
13000,979,870,901,970,0,0,0,
13100,978,870,901,970,0,0,0,
13200,979,870,902,970,0,0,0,
13300,978,867,902,971,0,0,0,
13400,978,870,901,970,0,0,0,
13500,978,870,901,968,0,0,0,
13600,979,870,903,971,0,0,0,
13700,978,869,902,971,0,0,0,
13800,978,870,901,970,0,1024,0,
13900,978,870,901,970,0,1024,0,
14000,978,869,902,970,0,1024,0,
14100,977,869,902,970,0,1024,0,
14200,978,870,902,971,0,0,0,
14300,978,869,901,970,0,0,0,
14400,979,869,902,970,0,0,0,
14500,978,869,901,970,0,0,0,
14600,978,868,902,970,0,0,0,
14700,978,870,902,970,0,0,0,
14800,978,870,902,970,0,0,0,
14900,978,870,902,970,0,0,0,
15000,978,869,902,971,0,0,0,
15100,978,870,900,971,0,0,0,
15200,978,870,902,970,0,0,0,
15300,976,869,902,970,0,0,0,
15400,978,868,902,971,0,0,0,
15500,978,870,902,970,0,0,0,
15600,979,869,902,971,0,0,0,
15700,978,870,903,970,0,0,0,
15800,977,869,901,970,0,0,0,
15900,978,870,902,970,0,0,0,
16000,978,870,902,970,0,0,0,
16100,978,870,902,970,0,0,0,
16200,978,870,902,970,0,0,0,
16300,977,870,902,970,0,0,0,
16400,978,869,901,969,0,0,0,
16500,978,870,902,970,0,0,0,
16600,977,870,901,971,0,0,0,
16700,978,869,902,971,0,0,0,
16800,978,870,900,970,0,0,0,
16900,979,870,902,971,0,0,0,
17000,978,870,901,970,0,0,0,
17100,979,868,902,971,0,0,0,
17200,978,870,902,970,0,0,0,
17300,978,870,902,968,0,0,0,
17400,979,870,902,971,0,0,0,
17500,978,870,902,970,0,0,0,
17600,978,870,900,970,0,0,0,
17700,978,870,902,970,0,0,0,
17800,978,870,902,971,0,0,0,
17900,978,868,902,971,0,0,0,
18000,977,870,901,970,0,0,0,
18100,978,870,902,970,0,0,0,
18200,978,870,898,971,0,0,0,
18300,977,870,893,970,0,0,0,
18400,977,870,864,970,0,0,0,
18500,977,870,858,970,0,0,0,
18600,977,870,844,971,0,0,0,
18700,977,870,846,970,0,0,0,
18800,977,870,877,970,0,0,0,
18900,978,870,890,970,0,0,0,
19000,978,871,892,971,0,0,0,
19100,977,870,895,970,0,0,0,
19200,977,870,896,970,0,0,0,
19300,978,870,896,970,0,0,0,
19400,979,871,899,969,0,0,0,
19500,978,870,899,970,0,0,0,
19600,977,870,900,970,0,0,0,
19700,978,870,900,970,0,0,0,
19800,979,870,901,971,0,0,0,
19900,978,870,900,970,0,0,0,
20000,977,871,901,970,0,0,0,
20100,978,870,900,970,0,0,0,
20200,979,871,902,971,0,0,0,
20300,978,870,901,970,0,0,0,
20400,978,871,902,970,0,0,0,
20500,978,870,901,970,0,0,0,
20600,979,871,902,970,0,0,0,
20700,977,870,901,970,0,0,0,
20800,978,871,902,970,0,0,0,
20900,979,870,902,971,0,0,0,
21000,979,871,902,971,0,0,0,
21100,978,870,901,970,0,0,0,
21200,978,871,902,970,0,0,0,
21300,978,870,902,970,0,0,0,
21400,979,871,902,970,0,0,0,
21500,976,870,901,970,0,0,0,
21600,976,871,902,970,0,0,0,
21700,978,871,902,971,0,1024,0,
21800,978,871,902,970,0,1024,0,
21900,978,871,902,968,0,1024,0,
22000,978,870,902,970,0,1024,0,
22100,977,871,902,970,0,0,0,
22200,978,871,902,970,0,0,0,
22300,978,871,902,970,0,0,0,
22400,978,871,902,970,0,0,0,
22500,978,871,902,970,0,0,0,
22600,978,871,901,971,0,0,0,
22700,978,871,902,970,0,0,0,
22800,977,871,902,970,0,0,0,
22900,978,871,902,970,0,0,0,
23000,978,871,901,971,0,0,0,
23100,978,871,902,970,0,0,0,
23200,978,871,902,970,0,0,0,
23300,978,871,902,970,0,0,0,
23400,978,871,902,970,0,0,0,
23500,979,871,902,971,0,0,0,
23600,978,872,902,970,0,0,0,
23700,977,872,902,970,0,0,0,
23800,978,871,902,971,0,0,0,
23900,978,871,902,970,0,0,0,
24000,978,871,901,970,0,0,0,
24100,978,871,902,970,0,0,0,
24200,978,869,902,970,0,0,0,
24300,978,871,902,970,0,0,0,
24400,978,871,902,968,0,0,0,
24500,979,872,903,970,0,0,0,
24600,978,871,902,970,0,0,0,
24700,975,869,899,969,0,0,0,
24800,967,864,900,969,0,0,0,
24900,968,864,901,968,0,0,0,
25000,966,862,900,968,0,0,0,
25100,966,862,902,967,0,0,0,
25200,965,863,907,967,0,0,0,
25300,965,862,902,967,0,0,0,
25400,964,861,871,967,0,0,0,
25500,963,861,862,967,0,0,0,
25600,962,861,841,967,0,0,0,
25700,962,861,824,966,0,0,0,
25800,962,860,819,966,0,0,0,
25900,964,863,854,967,0,0,0,
26000,966,867,894,967,0,0,0,
26100,967,868,899,967,0,0,0,
26200,966,867,902,967,0,0,0,
26300,967,868,904,967,0,0,0,
26400,967,868,905,967,0,0,0,
26500,970,868,907,967,0,0,0,
26600,970,867,909,967,0,0,0,
26700,970,869,909,967,0,0,0,
26800,971,870,909,968,0,0,0,
26900,971,871,910,967,0,0,0,
27000,970,877,917,967,0,0,0,
27100,971,877,923,968,0,0,0,
27200,972,877,924,969,0,0,0,
27300,971,877,924,969,0,0,0,
27400,971,877,924,969,0,0,0,
27500,971,875,925,972,0,0,0,
27600,972,876,925,976,0,0,0,
27700,976,912,961,988,0,0,0,
27800,978,922,970,994,0,0,0,
27900,976,923,972,996,0,0,0,
28000,979,926,974,998,0,0,0,
28100,977,926,974,997,0,0,0,
28200,977,927,977,1000,0,0,0,
28300,975,927,976,1001,0,0,0,
28400,979,928,977,1002,0,0,0,
28500,978,932,977,998,0,0,0,
28600,978,928,967,994,0,0,0,
28700,978,923,964,993,0,0,0,
28800,979,925,963,993,0,0,0,
28900,978,924,962,992,0,0,0,
29000,980,925,963,991,0,0,0,
29100,980,925,964,992,0,0,0,
29200,981,927,966,992,0,0,0,
29300,980,926,964,990,0,0,0,
29400,981,927,965,991,0,0,0,
29500,979,926,964,992,0,0,0,
29600,980,926,963,992,0,0,0,
29700,979,925,963,992,0,0,0,
29800,974,896,936,981,0,0,0,
29900,977,906,945,983,0,0,0,
30000,979,918,956,988,0,0,0,
30100,979,931,970,992,0,0,0,
30200,979,943,984,996,0,0,0,
30300,978,945,988,1003,0,0,0,
30400,962,941,981,1003,0,0,0,
30500,930,928,960,998,0,0,0,
30600,869,903,913,986,0,0,0,
30700,804,871,856,970,0,0,0,
30800,763,837,806,953,0,0,0,
30900,761,832,795,946,0,0,0,
31000,762,828,791,943,0,0,0,
31100,761,825,787,941,0,0,0,
31200,760,823,785,940,0,0,0,
31300,759,822,783,939,0,0,0,
31400,760,821,782,937,0,0,0,
31500,760,820,781,938,0,0,0,
31600,766,824,787,939,0,0,0,
31700,840,862,851,956,0,0,0,
31800,898,892,899,966,0,0,0,
31900,942,911,929,977,0,0,0,
32000,972,926,958,987,0,0,0,
32100,979,932,968,991,0,0,0,
32200,966,931,965,985,0,0,0,
32300,924,923,948,955,0,0,0,
32400,864,905,917,913,0,0,0,
32500,791,874,872,851,0,0,0,
32600,728,847,819,784,0,0,0,
32700,728,841,811,772,0,0,0,
32800,726,837,807,766,0,0,0,
32900,726,836,804,761,0,0,0,
33000,726,834,803,758,0,0,0,
33100,727,834,802,757,0,0,0,
33200,726,833,801,755,0,0,0,
