
time,frontLDR,topLDR,middleLDR,bottomLDR,topSolenoid,middleSolenoid,bottomSolenoid,
44500,1004,966,984,1006,0,0,0,
44600,1002,965,984,1005,0,0,0,
44700,1003,965,984,1006,0,0,0,
44800,1002,965,983,1007,0,0,0,
44900,1003,965,984,1006,0,0,0,
45000,1002,965,984,1006,0,0,0,
45100,1003,965,985,1006,0,0,0,
45200,1001,965,984,1006,0,0,0,
45300,1002,965,984,1006,0,0,0,
45400,1003,964,984,1007,0,0,0,
45500,1002,965,984,1006,0,0,0,
45600,1002,964,984,1006,0,0,0,
45700,1001,965,984,1006,0,0,0,
45800,1002,963,984,1007,0,0,0,
45900,1002,964,984,1006,0,0,0,
46000,1002,964,984,1004,0,0,0,
46100,1002,965,984,1006,0,0,0,
46200,1000,964,984,1006,0,0,0,
46300,1002,963,983,1006,0,0,0,
46400,1001,962,983,1006,0,0,0,
46500,1002,964,984,1006,0,0,0,
46600,1002,964,984,1006,0,0,0,
46700,1002,961,984,1006,0,0,0,
46800,1002,963,984,1006,0,0,0,
46900,1001,963,983,1006,0,0,0,
47000,1002,963,983,1006,0,0,0,
47100,1001,963,983,1004,0,0,0,
47200,1001,962,983,1006,0,0,0,
47300,1001,962,982,1006,0,0,0,
47400,1001,962,983,1007,0,0,0,
47500,1001,962,982,1006,0,0,0,
47600,1001,962,982,1005,0,0,0,
47700,999,961,982,1006,0,0,0,
47800,1000,962,982,1006,0,0,0,
47900,1000,960,982,1007,0,0,0,
48000,1001,962,982,1006,0,0,0,
48100,1001,962,982,1006,0,0,0,
48200,1001,962,983,1006,0,0,0,
48300,1000,961,982,1006,0,0,0,
48400,1001,962,982,1006,0,0,0,
48500,1000,962,982,1006,0,0,0,
48600,1001,962,982,1006,0,0,0,
48700,1000,962,983,1006,0,0,0,
48800,1000,963,983,1006,0,0,0,
48900,1001,962,982,1007,0,0,0,
49000,1001,963,983,1006,0,0,0,
49100,1001,963,983,1006,0,0,0,
49200,1002,963,984,1006,0,0,0,
49300,1001,963,983,1006,0,0,0,
49400,1002,964,983,1007,0,0,0,
49500,1002,964,983,1006,0,0,0,
49600,1002,964,984,1006,0,0,0,
49700,1001,964,984,1006,0,0,0,
49800,1002,964,984,1006,0,0,0,
49900,1002,964,983,1007,0,0,0,
50000,1002,965,984,1006,0,0,0,
50100,1002,965,984,1006,0,0,0,
50200,1002,965,984,1006,0,0,0,
50300,1001,964,984,1006,0,0,0,
50400,1002,963,984,1006,0,0,0,
50500,1002,964,984,1006,0,0,0,
50600,1002,964,984,1005,0,0,0,
50700,1002,964,983,1006,0,0,0,
50800,1002,964,984,1006,0,0,0,
50900,1001,964,984,1006,0,0,0,
51000,1002,964,984,1006,0,0,0,
51100,1002,964,984,1006,0,0,0,
51200,1002,965,984,1004,0,0,0,
51300,1002,964,984,1006,0,0,0,
51400,1001,964,984,1006,0,0,0,
51500,1002,964,984,1007,0,0,0,
51600,1002,964,983,1006,0,0,0,
51700,1002,964,983,1005,0,0,0,
51800,1001,964,983,1006,0,0,0,
51900,1002,964,984,1006,0,0,0,
52000,1001,963,983,1007,0,0,0,
52100,1002,964,983,1006,0,0,0,
52200,1001,963,983,1006,0,0,0,
52300,1000,964,983,1006,0,0,0,
52400,1001,962,983,1007,0,0,0,
52500,1001,963,983,1006,0,0,0,
52600,1001,963,983,1006,0,0,0,
52700,1002,963,983,1003,0,0,0,
52800,1001,963,983,1006,0,0,0,
52900,1000,963,983,1006,0,0,0,
53000,1001,963,983,1006,0,0,0,
53100,1001,963,983,1006,0,0,0,
53200,1001,963,983,1006,0,0,0,
53300,1001,963,983,1006,0,0,0,
53400,1000,963,982,1006,0,0,0,
53500,1001,963,983,1006,0,0,0,
53600,1001,963,982,1006,0,0,0,
53700,1002,963,983,1006,0,0,0,
53800,1001,963,983,1006,0,0,0,
53900,1001,963,983,1006,0,0,0,
54000,1001,963,983,1006,0,0,0,
54100,1001,963,983,1007,0,0,0,
54200,1001,963,983,1006,0,0,0,
54300,1001,963,983,1006,0,0,0,
54400,1001,962,983,1006,0,0,0,
54500,1001,963,983,1006,0,0,0,
54600,1001,963,983,1006,0,0,0,
54700,1002,963,983,1006,0,0,0,
54800,1001,963,983,1003,0,0,0,
54900,1001,963,983,1006,0,0,0,
55000,1001,963,983,1006,0,0,0,
55100,1001,963,983,1007,0,0,0,
55200,1002,963,983,1006,0,0,0,
55300,1001,963,982,1005,0,0,0,
55400,1001,963,983,1006,0,0,0,
55500,1001,963,982,1006,0,0,0,
55600,1001,963,983,1007,0,0,0,
55700,1001,963,983,1006,0,0,0,
55800,1002,963,983,1003,0,0,0,
55900,1001,963,983,1006,0,0,0,
56000,1001,963,983,1006,0,0,0,
56100,1001,963,982,1006,0,0,0,
56200,1001,963,983,1007,0,0,0,
56300,1001,962,982,1006,0,0,0,
56400,1001,963,983,1006,0,0,0,
56500,1001,961,982,1006,0,0,0,
56600,1001,963,981,1007,0,0,0,
56700,1001,963,982,1006,0,0,0,
56800,1001,963,983,1006,0,0,0,
56900,1001,963,982,1006,0,0,0,
57000,1001,963,983,1006,0,0,0,
57100,1001,962,980,1006,0,0,0,
57200,1001,963,983,1006,0,0,0,
57300,1001,962,982,1006,0,0,0,
57400,1001,963,983,1006,0,0,0,
57500,1000,963,983,1006,0,0,0,
57600,1002,964,982,1006,0,0,0,
57700,1002,964,984,1006,0,0,0,
57800,1002,964,983,1006,0,0,0,
57900,1002,963,984,1006,0,0,0,
58000,1002,964,983,1006,0,0,0,
58100,1002,964,984,1006,0,0,0,
58200,1002,964,983,1006,0,0,0,
58300,1002,964,984,1006,0,0,0,
58400,1001,964,984,1006,0,0,0,
58500,1002,964,984,1007,0,0,0,
58600,1002,964,984,1006,0,0,0,
58700,1002,965,984,1006,0,0,0,
58800,1002,964,984,1006,0,0,0,
58900,1002,965,984,1006,0,0,0,
59000,1002,964,984,1006,0,0,0,
59100,1003,965,984,1006,0,0,0,
59200,1002,965,984,1006,0,0,0,
59300,1002,965,984,1006,0,0,0,
59400,1002,965,984,1006,0,0,0,
59500,1002,965,984,1006,0,0,0,
59600,1002,964,984,1006,0,0,0,
59700,1003,965,984,1008,0,0,0,
59800,1002,965,985,1006,0,0,0,
59900,1002,965,984,1006,0,0,0,
60000,1002,963,984,1006,0,0,0,
60100,1001,965,984,1006,0,0,0,
60200,1002,965,984,1006,0,0,0,
60300,1002,965,984,1006,0,0,0,
60400,1002,964,984,1006,0,0,0,
60500,1001,964,984,1006,0,0,0,
60600,1002,964,983,1007,0,0,0,
60700,1002,965,984,1006,0,0,0,
60800,1002,964,985,1006,0,0,0,
60900,1002,964,984,1006,0,0,0,
61000,1001,964,983,1006,0,0,0,
61100,1001,964,983,1007,0,0,0,
61200,1001,964,983,1004,0,0,0,
61300,1001,964,983,1006,0,0,0,
61400,1002,963,983,1006,0,0,0,
61500,1001,962,983,1007,0,0,0,
61600,1001,963,981,1006,0,0,0,
61700,1001,963,983,1006,0,0,0,
61800,1001,963,983,1004,0,0,0,
61900,1001,963,983,1006,0,0,0,
62000,1001,963,983,1006,0,0,0,
62100,1001,963,983,1006,0,0,0,
62200,1001,963,983,1005,0,0,0,
62300,1000,963,983,1006,0,0,0,
62400,1002,964,983,1006,0,0,0,
62500,1001,963,983,1006,0,0,0,
62600,1001,963,982,1006,0,0,0,
62700,1001,963,983,1006,0,0,0,
62800,1000,965,984,1005,0,0,0,
62900,1002,964,984,1006,0,0,0,
63000,1002,964,983,1007,0,0,0,
63100,1002,965,984,1006,0,0,0,
63200,1002,965,984,1006,0,0,0,
63300,1001,965,984,1006,0,0,0,
63400,1002,964,984,1006,0,0,0,
63500,1003,965,984,1006,0,0,0,
63600,1002,965,984,1006,0,0,0,
63700,1002,965,984,1006,0,0,0,
63800,1002,965,984,1005,0,0,0,
63900,1002,965,984,1006,0,0,0,
64000,1002,965,984,1006,0,0,0,
64100,1002,965,985,1006,0,0,0,
64200,1002,965,984,1006,0,0,0,
64300,1002,965,984,1004,0,0,0,
64400,1002,965,984,1006,0,0,0,
64500,1002,965,984,1006,0,0,0,
64600,1002,965,984,1007,0,0,0,
64700,1002,965,985,1006,0,0,0,
64800,1002,965,984,1006,0,0,0,
64900,1001,965,984,1006,0,0,0,
65000,1003,965,984,1006,0,0,0,
65100,1002,966,983,1006,0,0,0,
65200,1002,965,984,1006,0,0,0,
65300,1002,966,985,1006,0,0,0,
65400,1002,966,985,1006,0,0,0,
65500,1003,966,983,1007,0,0,0,
65600,1003,966,985,1006,0,0,0,
65700,1003,966,985,1006,0,0,0,
65800,1002,966,985,1006,0,0,0,
65900,1002,966,985,1006,0,0,0,
66000,1002,966,985,1006,0,0,0,
66100,1003,966,985,1007,0,0,0,
66200,1002,965,984,1007,0,0,0,
66300,1001,965,984,1006,0,0,0,
66400,1000,965,984,1006,0,0,0,
66500,1002,965,983,1006,0,0,0,
66600,1002,965,984,1007,0,0,0,
66700,1002,966,984,1004,0,0,0,
66800,1001,965,984,1006,0,0,0,
66900,1002,962,984,1007,0,0,0,
67000,1001,964,984,1006,0,0,0,
67100,1001,963,983,1007,0,0,0,
67200,1000,962,982,1004,0,0,0,
67300,1000,961,982,1007,0,0,0,
67400,1000,962,981,1007,0,0,0,
67500,1000,962,982,1006,0,0,0,
67600,1001,963,982,1006,0,0,0,
67700,1000,962,983,1006,0,0,0,
67800,1001,963,983,1006,0,0,0,
67900,1001,961,983,1007,0,0,0,
68000,1001,963,983,1006,0,0,0,
68100,1000,962,982,1004,0,0,0,
68200,1000,961,983,1006,0,0,0,
68300,1000,962,982,1006,0,0,0,
68400,1000,962,982,1006,0,0,0,
68500,1000,962,982,1006,0,0,0,
68600,1000,962,982,1006,0,0,0,
68700,1000,962,982,1006,0,0,0,
68800,1000,962,982,1006,0,0,0,
68900,1000,962,982,1006,0,0,0,
